Title,URL,Date,Author,Company,Company Size
So the summer is over… and so are your sales Your master plan of ...,https://www.linkedin.com/posts/sabrinachevannes_so-the-summer-is-over-and-so-are-your-sales-activity-7374023288823455744-B4cN,2025-09-17,sabrinachevannes_so-the-summer-is-over-and-so-are-your-sales-activity-7374023288823455744-b4cn,Unknown,Unknown
How to Validate Your Product Idea Before Launching | Saif Ullah ...,https://www.linkedin.com/posts/saif-ullahkhan_startup-productlaunch-ideavalidation-activity-7372743252615090178-b0hf,2025-09-13,saif-ullahkhan_startup-productlaunch-ideavalidation-activity-7372743252615090178-b0hf,Unknown,Unknown
Turning Creative Ideas into Viable Companies | Marie-Pierre Garnier,https://www.linkedin.com/posts/mpgarnier_turning-creative-ideas-into-viable-companies-activity-7372226490580512768-0f4h,2025-09-12,mpgarnier_turning-creative-ideas-into-viable-companies-activity-7372226490580512768-0f4h,Unknown,Unknown
Design Hiring Trends in 2025: Insights and Observations | Charlie ...,https://www.linkedin.com/posts/charlie-cousins-ba4b68222_my-insights-from-design-hiring-in-2025-activity-7374328490151677953-RlGY,2025-09-17,charlie-cousins-ba4b68222_my-insights-from-design-hiring-in-2025-activity-7374328490151677953-rlgy,Unknown,Unknown
How to Make Better Decisions with ChatGPT Prompts | Adam ...,https://www.linkedin.com/posts/adam-biddlecombe_every-successful-ceo-has-one-secret-weapon-activity-7368976073189003264-xyYR,2025-09-03,adam-biddlecombe_every-successful-ceo-has-one-secret-weapon-activity-7368976073189003264-xyyr,Unknown,Unknown
#remitly #reimagine #product #teamwork | Margalit Kluger Tamir | 14 ...,https://www.linkedin.com/posts/margalit-kluger-tamir-6a2859a8_remitly-reimagine-product-activity-7371626159379316736-UOmB,2025-09-10,margalit-kluger-tamir-6a2859a8_remitly-reimagine-product-activity-7371626159379316736-uomb,Unknown,Unknown
#freelancers #freelancecommunity #freelanceebooks ...,https://www.linkedin.com/posts/eleanor-jones-content-writer_freelancers-freelancecommunity-freelanceebooks-activity-7369262994238652417-osjR,2025-09-04,eleanor-jones-content-writer_freelancers-freelancecommunity-freelanceebooks-activity-7369262994238652417-osjr,Unknown,Unknown
"How to tackle complex problems as a BA: Analytical, creative ...",https://www.linkedin.com/posts/lead-business-analyst-himanshukumar_businessanalysis-problemsolving-analytics-activity-7370588764366229504-1dmb,2025-09-07,lead-business-analyst-himanshukumar_businessanalysis-problemsolving-analytics-activity-7370588764366229504-1dmb,Unknown,Unknown
"Clan Culture: Building Brands, Not Just Stores | Swapnil Gedam ...",https://www.linkedin.com/posts/socialxswapnil_founderjourney-buildingbrands-ecommercegrowth-activity-7371166013410775040-Zbwa,2025-09-09,socialxswapnil_founderjourney-buildingbrands-ecommercegrowth-activity-7371166013410775040-zbwa,Unknown,Unknown
Dua Lipa's iPhone 17 tour: A marketing masterpiece | Nick Tran ...,https://www.linkedin.com/posts/nicholastran_apple-handed-dua-lipa-the-new-iphone-17-to-activity-7371889180081139713-vFEu,2025-09-11,nicholastran_apple-handed-dua-lipa-the-new-iphone-17-to-activity-7371889180081139713-vfeu,Unknown,Unknown
#techstrategy #digitaltransformation #cio #cloud | Zoi,https://www.linkedin.com/posts/zoilinks_techstrategy-digitaltransformation-cio-activity-7368628876828180484-wTfv,2025-09-02,zoilinks_techstrategy-digitaltransformation-cio-activity-7368628876828180484-wtfv,Unknown,Unknown
"This summer, we partnered with John Patrick Laczkovich to rebuild ...",https://www.linkedin.com/posts/adam-cardini-92a1652b8_this-summer-we-partnered-with-john-patrick-activity-7370884874888445952-S_ng,2025-09-08,adam-cardini-92a1652b8_this-summer-we-partnered-with-john-patrick-activity-7370884874888445952-s_ng,Unknown,Unknown
"Built a chatbot that interacts with PDFs using LangChain, Groq, and ...",https://www.linkedin.com/posts/jugdeep-singh_langchain-groq-huggingface-activity-7371362319056105472-QmnS,2025-09-09,jugdeep-singh_langchain-groq-huggingface-activity-7371362319056105472-qmns,Unknown,Unknown
"Launched HireDD, now refining with Sophon AI | Akash Kevat ...",https://www.linkedin.com/posts/akaash1024_sophon-ai-hiredd-activity-7368547048431718401-J1FN,2025-09-02,akaash1024_sophon-ai-hiredd-activity-7368547048431718401-j1fn,Unknown,Unknown
New AI models on OpenRouter with 2M context window | Dima ...,https://www.linkedin.com/posts/dimaburov_secret-ai-weapon-dropped-for-founders-and-activity-7370717021698744320-AX_K,2025-09-08,dimaburov_secret-ai-weapon-dropped-for-founders-and-activity-7370717021698744320-ax_k,Unknown,Unknown
Measuring Dev Productivity - Reading List | Alejandro Saucedo,https://www.linkedin.com/posts/axsaucedo_measuring-dev-productivity-reading-list-activity-7369255524086808577-ddBq,2025-09-03,axsaucedo_measuring-dev-productivity-reading-list-activity-7369255524086808577-ddbq,Unknown,Unknown
"Built an AI for a medical clinic for $5,000. How to replicate this ...",https://www.linkedin.com/posts/nicholas-puruczky-113818198_i-built-an-ai-front-office-for-a-medical-activity-7370848547711262721-JrW1,2025-09-08,nicholas-puruczky-113818198_i-built-an-ai-front-office-for-a-medical-activity-7370848547711262721-jrw1,Unknown,Unknown
MCP: The AI Protocol That Could Make AI More Usable | Salal ...,https://www.linkedin.com/posts/salal-aslam-3289101a3_ai-machinelearning-llm-activity-7371044558559760384-NBHj,2025-09-08,salal-aslam-3289101a3_ai-machinelearning-llm-activity-7371044558559760384-nbhj,Unknown,Unknown
#technicalwriting #ai #knowledgeinfrastructure ...,https://www.linkedin.com/posts/fiona-keegan-b51538150_technicalwriting-ai-knowledgeinfrastructure-activity-7371963486169509889-SB1W,2025-09-11,fiona-keegan-b51538150_technicalwriting-ai-knowledgeinfrastructure-activity-7371963486169509889-sb1w,Unknown,Unknown
#dataanalytics #businessintelligence #genai #datastorytelling ...,https://www.linkedin.com/posts/omkardeshpande-23994_dataanalytics-businessintelligence-genai-activity-7368926513817149440-OyzV,2025-09-03,omkardeshpande-23994_dataanalytics-businessintelligence-genai-activity-7368926513817149440-oyzv,Unknown,Unknown
A Brief History of AI: From Turing to Today | Chloe Hames posted on ...,https://www.linkedin.com/posts/chloe-hames-365292227_smallwinsseries-ai-continuouslearning-activity-7369741311354122240-0tg2,2025-09-05,chloe-hames-365292227_smallwinsseries-ai-continuouslearning-activity-7369741311354122240-0tg2,Unknown,Unknown
MedTech's AI Revolution: The 2025 Innovators Changing ...,https://www.linkedin.com/posts/mike-rawson-a3bb894_medtechs-ai-revolution-the-2025-innovators-activity-7368662290205671426-RtT1,2025-09-02,mike-rawson-a3bb894_medtechs-ai-revolution-the-2025-innovators-activity-7368662290205671426-rtt1,Unknown,Unknown
"AI in Construction, Fashion, and Security: A Developer's Perspective ...",https://www.linkedin.com/posts/murat-karaevli_pfizer-ai-intel-activity-7372519902034718720-1bTz,2025-09-12,murat-karaevli_pfizer-ai-intel-activity-7372519902034718720-1btz,Unknown,Unknown
"UAE Launches K2 Think, a Low-Cost AI Model | Harsh Adwani ...",https://www.linkedin.com/posts/harsh-adwani-67122b16b_ai-made-simple-day-3-uae-launches-k2-think-activity-7371413382635323393-k7NH,2025-09-09,harsh-adwani-67122b16b_ai-made-simple-day-3-uae-launches-k2-think-activity-7371413382635323393-k7nh,Unknown,Unknown
#machinelearning #deeplearning #healthcare #ai #tensorflow ...,https://www.linkedin.com/posts/ahmed-maherr_machinelearning-deeplearning-healthcare-activity-7373601531658403840-xMQd,2025-09-15,ahmed-maherr_machinelearning-deeplearning-healthcare-activity-7373601531658403840-xmqd,Unknown,Unknown
The Augmented Proposal: A Strategic Guide to Leveraging ...,https://www.linkedin.com/posts/ioana-corina-69814b226_the-augmented-proposal-a-strategic-guide-activity-7374301573042229248-Ukbe,2025-09-17,ioana-corina-69814b226_the-augmented-proposal-a-strategic-guide-activity-7374301573042229248-ukbe,Unknown,Unknown
"""GPT-5 fails to impress, companies scramble to hire"" | Priya Ramesh ...",https://www.linkedin.com/posts/priaramesh_data-shows-that-ai-use-is-now-declining-at-activity-7371231408226422784-RQUi,2025-09-09,priaramesh_data-shows-that-ai-use-is-now-declining-at-activity-7371231408226422784-rqui,Unknown,Unknown
"AI Recap 9-15: Alibaba, Albania, Anthropic, Inception Point AI, Math ...",https://www.linkedin.com/posts/lorenzothione_ai-recap-9-15-1-of-3-i-have-skipped-the-activity-7373464089534263296-_ZhA,2025-09-15,lorenzothione_ai-recap-9-15-1-of-3-i-have-skipped-the-activity-7373464089534263296-_zha,Unknown,Unknown
August at Google DeepMind was like ‍♂️ 🖼️ - Nano Banana ...,https://www.linkedin.com/posts/philipp-schmid-a6a2bb196_august-at-google-deepmind-was-like-activity-7368256557345685505-Vtn6,2025-09-01,philipp-schmid-a6a2bb196_august-at-google-deepmind-was-like-activity-7368256557345685505-vtn6,Unknown,Unknown
“You haven't done this before.” The most common rejection line in ...,https://www.linkedin.com/posts/youssef-el-allame_you-havent-done-this-before-the-most-activity-7370434416940310530-YWEi,2025-09-07,youssef-el-allame_you-havent-done-this-before-the-most-activity-7370434416940310530-ywei,Unknown,Unknown
Why smaller models can outperform bigger ones with clean data ...,https://www.linkedin.com/posts/joshua--lebrun_heres-something-i-keep-noticing-in-case-activity-7368670308246900736-YXiY,2025-09-02,joshua--lebrun_heres-something-i-keep-noticing-in-case-activity-7368670308246900736-yxiy,Unknown,Unknown
How NVIDIA GPUs power generative AI | Black Tech Street posted ...,https://www.linkedin.com/posts/black-tech-street_ever-wondered-what-makes-generative-ai-possible-activity-7370489896349683712-1V4u,2025-09-07,black-tech-street_ever-wondered-what-makes-generative-ai-possible-activity-7370489896349683712-1v4u,Unknown,Unknown
How AI virtual agents boost customer experience and scale ...,https://www.linkedin.com/posts/clevva-pty-ltd_article-customerexperience-conversationalai-activity-7373662005800472576-Bqes,2025-09-16,clevva-pty-ltd_article-customerexperience-conversationalai-activity-7373662005800472576-bqes,Unknown,Unknown
Six months ago people said 90% of code would be written by AI. We ...,https://www.linkedin.com/posts/bureslukas_six-months-ago-people-said-90-of-code-would-activity-7371119980899217409-rQKX,2025-09-09,bureslukas_six-months-ago-people-said-90-of-code-would-activity-7371119980899217409-rqkx,Unknown,Unknown
"Why I joined Motion: A growth mindset, humility, and a vision for the ...",https://www.linkedin.com/posts/desaiashu_i-need-to-work-on-my-empathy-was-the-first-activity-7373391132728176640-ZjW3,2025-09-15,desaiashu_i-need-to-work-on-my-empathy-was-the-first-activity-7373391132728176640-zjw3,Unknown,Unknown
Why soft skills matter in the AI age: a parent's advice | Mike Zani ...,https://www.linkedin.com/posts/mikezani_automation-ai-criticalthinking-activity-7369723512124620800-ab-P,2025-09-05,mikezani_automation-ai-criticalthinking-activity-7369723512124620800-ab-p,Unknown,Unknown
"Should I update my PowerPoint presentation? Oh well, AI has ...",https://www.linkedin.com/posts/gitsmanmark_should-i-update-my-powerpoint-presentation-activity-7368919373643759618-60No,2025-09-03,gitsmanmark_should-i-update-my-powerpoint-presentation-activity-7368919373643759618-60no,Unknown,Unknown
CMOs: Are You Ready for AI? 3 Non-Negotiables | Dayananth ...,https://www.linkedin.com/posts/dayananthvarun_cmos-are-youreallyready-for-ai-here-are-activity-7373303546848411648-czWt,2025-09-15,dayananthvarun_cmos-are-youreallyready-for-ai-here-are-activity-7373303546848411648-czwt,Unknown,Unknown
How to Stay Ahead of the AI Wave | leon George posted on the topic ...,https://www.linkedin.com/posts/leon-george-0093b7261_ai-isnt-coming-its-already-here-and-activity-7373664684023050240-zAzQ,2025-09-16,leon-george-0093b7261_ai-isnt-coming-its-already-here-and-activity-7373664684023050240-zazq,Unknown,Unknown
How to build SharePoint Embedded apps with VS Code | Microsoft ...,https://www.linkedin.com/posts/microsoft365dev_microsoft365dev-sharepoint-sharepointembedded-activity-7372245899663540224--qno,2025-09-12,microsoft365dev_microsoft365dev-sharepoint-sharepointembedded-activity-7372245899663540224--qno,Unknown,Unknown
How to Use AI for LinkedIn: Tips from a Developer | Michael Okpechi ...,https://www.linkedin.com/posts/chibuikem-michael-okpechi_%F0%9D%97%96%F0%9D%97%B5%F0%9D%97%AE%F0%9D%98%81%F0%9D%97%9A%F0%9D%97%A3%F0%9D%97%A7-%F0%9D%97%B0%F0%9D%97%AE%F0%9D%97%BB-%F0%9D%97%BB%F0%9D%97%B2%F0%9D%98%83%F0%9D%97%B2%F0%9D%97%BF-%F0%9D%97%B4%F0%9D%97%B6%F0%9D%98%83%F0%9D%97%B2-activity-7369625340165513217-olvG,2025-09-05,chibuikem-michael-okpechi_%f0%9d%97%96%f0%9d%97%b5%f0%9d%97%ae%f0%9d%98%81%f0%9d%97%9a%f0%9d%97%a3%f0%9d%97%a7-%f0%9d%97%b0%f0%9d%97%ae%f0%9d%97%bb-%f0%9d%97%bb%f0%9d%97%b2%f0%9d%98%83%f0%9d%97%b2%f0%9d%97%bf-%f0%9d%97%b4%f0%9d%97%b6%f0%9d%98%83%f0%9d%97%b2-activity-7369625340165513217-olvg,Unknown,Unknown
"""AI boosts developer productivity, says Webflow's CTO"" | diginomica ...",https://www.linkedin.com/posts/diginomica_ai-is-reshaping-developer-workflows-webflow-activity-7374457080268611584-qTXv,2025-09-18,diginomica_ai-is-reshaping-developer-workflows-webflow-activity-7374457080268611584-qtxv,Unknown,Unknown
How AI created a new job: Vibe Coding Cleanup Specialist | Dani ...,https://www.linkedin.com/posts/dani-markovits_plot-twist-ai-was-supposed-to-kill-developers-activity-7373285928515149824-11wT,2025-09-15,dani-markovits_plot-twist-ai-was-supposed-to-kill-developers-activity-7373285928515149824-11wt,Unknown,Unknown
How to Automate Workflows with n8n and AI | Techstuff Pvt Ltd ...,https://www.linkedin.com/posts/techstuff-pvt-ltd_ai-automation-workflowautomation-activity-7368912287086129153-PjUS,2025-09-03,techstuff-pvt-ltd_ai-automation-workflowautomation-activity-7368912287086129153-pjus,Unknown,Unknown
Launched internal Slack AI agent for OPS and customer success ...,https://www.linkedin.com/posts/dmitryvedenyapin_just-launched-our-internal-slack-ai-agent-activity-7368488127914541056-7ujO,2025-09-01,dmitryvedenyapin_just-launched-our-internal-slack-ai-agent-activity-7368488127914541056-7ujo,Unknown,Unknown
Why AI coding tools are slowing you down | PureCode AI posted on ...,https://www.linkedin.com/posts/purecodesoftwarecompany_%F0%9D%97%AC%F0%9D%97%BC%F0%9D%98%82%F0%9D%97%BF-%F0%9D%98%81%F0%9D%97%B2%F0%9D%97%AE%F0%9D%97%BA-%F0%9D%97%B6%F0%9D%98%80-%F0%9D%98%80%F0%9D%97%BD%F0%9D%97%B2%F0%9D%97%BB%F0%9D%97%B1%F0%9D%97%B6%F0%9D%97%BB%F0%9D%97%B4-%F0%9D%9F%B0%F0%9D%9F%AC-activity-7371769471084146689-3afY,2025-09-10,purecodesoftwarecompany_%f0%9d%97%ac%f0%9d%97%bc%f0%9d%98%82%f0%9d%97%bf-%f0%9d%98%81%f0%9d%97%b2%f0%9d%97%ae%f0%9d%97%ba-%f0%9d%97%b6%f0%9d%98%80-%f0%9d%98%80%f0%9d%97%bd%f0%9d%97%b2%f0%9d%97%bb%f0%9d%97%b1%f0%9d%97%b6%f0%9d%97%bb%f0%9d%97%b4-%f0%9d%9f%b0%f0%9d%9f%ac-activity-7371769471084146689-3afy,Unknown,Unknown
Small businesses don't need a “big AI project.” They need one stuck ...,https://www.linkedin.com/posts/brianna-bentler-2397a11a3_small-businesses-dont-need-a-big-ai-project-activity-7373924918687711232-9IGK,2025-09-16,brianna-bentler-2397a11a3_small-businesses-dont-need-a-big-ai-project-activity-7373924918687711232-9igk,Unknown,Unknown
Simple code for simple people. I'm going to share a lesson that it ...,https://www.linkedin.com/posts/michael-bromley-ab1704156_simple-code-for-simple-people-im-going-activity-7371060084031959040-UVZQ,2025-09-08,michael-bromley-ab1704156_simple-code-for-simple-people-im-going-activity-7371060084031959040-uvzq,Unknown,Unknown
"Investing in AI startups: Niche workflows, full-stack software, and ...",https://www.linkedin.com/posts/johnzeratsky_three-kinds-of-ai-startups-im-especially-activity-7371572010990276608-D6h6,2025-09-10,johnzeratsky_three-kinds-of-ai-startups-im-especially-activity-7371572010990276608-d6h6,Unknown,Unknown
#madewithsynthesia #ai #genai | Eduardo Ordax | 30 comments,https://www.linkedin.com/posts/eordax_madewithsynthesia-ai-genai-activity-7374350779694006272-veka,2025-09-18,eordax_madewithsynthesia-ai-genai-activity-7374350779694006272-veka,Unknown,Unknown
"Career paths in Software Development, AI/ML, Data Science, Data ...",https://www.linkedin.com/posts/rohitdoshi9_career-growth-softwareengineering-activity-7370653862912909312-Hvo9,2025-09-07,rohitdoshi9_career-growth-softwareengineering-activity-7370653862912909312-hvo9,Unknown,Unknown
#linkedin #200k #authenticityforever | Usman Asif | 79 comments,https://www.linkedin.com/posts/therealusman_linkedin-200k-authenticityforever-activity-7374068568000446464-0oYk,2025-09-17,therealusman_linkedin-200k-authenticityforever-activity-7374068568000446464-0oyk,Unknown,Unknown
Warning: M365connect internship scam alert | Kuloba Joel posted ...,https://www.linkedin.com/posts/kuloba-joel-688b5b93_scam-alert-dear-linkedin-members-to-activity-7368280410155270144-LtmR,2025-09-01,kuloba-joel-688b5b93_scam-alert-dear-linkedin-members-to-activity-7368280410155270144-ltmr,Unknown,Unknown
"""From AI tools to AI teams: A new era of collaboration"" | Abhishek ...",https://www.linkedin.com/posts/abvyas_agenticai-ai-productstrategy-activity-7373425864484704256-nqZC,2025-09-15,abvyas_agenticai-ai-productstrategy-activity-7373425864484704256-nqzc,Unknown,Unknown
From a dying laptop to a MacBook Pro: How sharing my journey ...,https://www.linkedin.com/posts/princeajuzie_just-got-a-new-laptop-mac-from-a-activity-7370732471325380608-lPvQ,2025-09-08,princeajuzie_just-got-a-new-laptop-mac-from-a-activity-7370732471325380608-lpvq,Unknown,Unknown
How Vibe Coding is Democratizing Tech | Shaun Hughston posted ...,https://www.linkedin.com/posts/shaunhughston_gatekeeping-in-tech-is-a-real-thing-if-activity-7368523272486846465-9IU1,2025-09-01,shaunhughston_gatekeeping-in-tech-is-a-real-thing-if-activity-7368523272486846465-9iu1,Unknown,Unknown
Rob Garsia on AI and document organization | Jim Peters posted on ...,https://www.linkedin.com/posts/jimpetersaus_rob-garsia-one-of-the-directors-of-apachecomau-activity-7368846043905458176-8ZX-,2025-09-02,jimpetersaus_rob-garsia-one-of-the-directors-of-apachecomau-activity-7368846043905458176-8zx-,Unknown,Unknown
How Brix AI's Autonomous Coding Engine boosts healthcare ...,https://www.linkedin.com/posts/brix-ai-technology_healthcareleadership-healthcarefinance-activity-7368289539846602753--Zmv,2025-09-01,brix-ai-technology_healthcareleadership-healthcarefinance-activity-7368289539846602753--zmv,Unknown,Unknown
"""Minor crypto breach causes major cleanup efforts"" | ‍ Mike Warner ...",https://www.linkedin.com/posts/michaelrichardwarner_despite-the-magnitude-of-the-breach-the-activity-7371140966407225344-kl9P,2025-09-09,michaelrichardwarner_despite-the-magnitude-of-the-breach-the-activity-7371140966407225344-kl9p,Unknown,Unknown
Introducing Comet Browser: AI-Powered Productivity | JV Prakash ...,https://www.linkedin.com/posts/jv-prakash-sanjeev-97933a287_the-new-comet-browser-by-perplexity-changes-activity-7368336807907782656-5ISJ,2025-09-01,jv-prakash-sanjeev-97933a287_the-new-comet-browser-by-perplexity-changes-activity-7368336807907782656-5isj,Unknown,Unknown
What is the Virtual DOM and Why Do We Really Need It? The ...,https://www.linkedin.com/posts/bogdan-marukhelin-0b2b91239_what-is-the-virtual-dom-and-why-do-we-really-activity-7371171111331475457-n7dF,2025-09-09,bogdan-marukhelin-0b2b91239_what-is-the-virtual-dom-and-why-do-we-really-activity-7371171111331475457-n7df,Unknown,Unknown
"Why I chose Sim AI over n8n for automation | David Garrett, MBA ...",https://www.linkedin.com/posts/dgincloud_automation-ai-aiagents-activity-7369386793810411520-RJ3Z,2025-09-04,dgincloud_automation-ai-aiagents-activity-7369386793810411520-rj3z,Unknown,Unknown
Icertis' Simple AI Adoption Model for Marketing | Sanjay Puri posted ...,https://www.linkedin.com/posts/sanjaypuri_contemplating-a-simple-ai-adoption-model-activity-7373817311532793856-blKw,2025-09-16,sanjaypuri_contemplating-a-simple-ai-adoption-model-activity-7373817311532793856-blkw,Unknown,Unknown
"Why most AI projects fail: it's not the tech, it's the humans. | Dominik ...",https://www.linkedin.com/posts/dominikfretz_mit-found-that-95-of-generative-ai-projects-activity-7370703574059610112-Yr5F,2025-09-07,dominikfretz_mit-found-that-95-of-generative-ai-projects-activity-7370703574059610112-yr5f,Unknown,Unknown
"Retool supports OAuth for MCPs, including Linear and GitHub ...",https://www.linkedin.com/posts/tryretool_retool-now-supports-authenticated-mcps-via-activity-7372268779021717504-YacV,2025-09-12,tryretool_retool-now-supports-authenticated-mcps-via-activity-7372268779021717504-yacv,Unknown,Unknown
"""Teachers struggle with GenAI tools and assessment redesign"" | Nia ...",https://www.linkedin.com/posts/niaaluxton_our-new-study-found-ai-is-wreaking-havoc-activity-7373927548067643393--97y,2025-09-16,niaaluxton_our-new-study-found-ai-is-wreaking-havoc-activity-7373927548067643393--97y,Unknown,Unknown
How Generative AI is Reshaping Engineering Careers | Sanjay Negi ...,https://www.linkedin.com/posts/sanjay-negi-ai_generativeai-futureofengineering-aileadership-activity-7371144640760070144-6ltD,2025-09-09,sanjay-negi-ai_generativeai-futureofengineering-aileadership-activity-7371144640760070144-6ltd,Unknown,Unknown
"OpenAI launches consulting arm, bets on vertical solutions | Kashish ...",https://www.linkedin.com/posts/malhotrakashish_openai-aiconsulting-techstrategy-activity-7372301935909163008-fFAS,2025-09-12,malhotrakashish_openai-aiconsulting-techstrategy-activity-7372301935909163008-ffas,Unknown,Unknown
EduLink KE: A Digital Platform for Seamless Internship Management ...,https://www.linkedin.com/posts/caroline-obuya-5669312aa_edulinkke-innovation-techforgood-activity-7369399227250057221--c_T,2025-09-04,caroline-obuya-5669312aa_edulinkke-innovation-techforgood-activity-7369399227250057221--c_t,Unknown,Unknown
How to spot inefficiencies in your workflow with automation | Devesh ...,https://www.linkedin.com/posts/devesh-kumar-373378219_problemsolving-automationmindset-nocodetools-activity-7371439041814200321-Koum,2025-09-10,devesh-kumar-373378219_problemsolving-automationmindset-nocodetools-activity-7371439041814200321-koum,Unknown,Unknown
How AIOps is revolutionizing IT Operations with AI | Okpapi Omoaka ...,https://www.linkedin.com/posts/okpapi-omoaka-mba-pmp%C2%AE-csm%C2%AE-a2536130_artificial-intelligence-is-no-longer-just-activity-7374607092978167808-HnW7,2025-09-18,okpapi-omoaka-mba-pmp%c2%ae-csm%c2%ae-a2536130_artificial-intelligence-is-no-longer-just-activity-7374607092978167808-hnw7,Unknown,Unknown
"AI coding tools speed up prototyping, but engineering discipline is ...",https://www.linkedin.com/posts/pateldeepp_ai-coding-tools-like-chatgpt-copilot-cursor-activity-7372964311561928704-r0yJ,2025-09-14,pateldeepp_ai-coding-tools-like-chatgpt-copilot-cursor-activity-7372964311561928704-r0yj,Unknown,Unknown
How AI Chatbots Can Automate Manual Work | Digisurface ...,https://www.linkedin.com/posts/digisurface-consulting-private-limited_ai-chatbots-digitaltransformation-activity-7369283829708038146-ep-Q,2025-09-04,digisurface-consulting-private-limited_ai-chatbots-digitaltransformation-activity-7369283829708038146-ep-q,Unknown,Unknown
How to automate tasks with Uncanny Automator for WordPress ...,https://www.linkedin.com/posts/press-wizards-wordpress-experts_wordpressautomation-wordpress-wordpressplugins-activity-7369136238680866816-41bB,2025-09-03,press-wizards-wordpress-experts_wordpressautomation-wordpress-wordpressplugins-activity-7369136238680866816-41bb,Unknown,Unknown
Free AI courses: 12 resources to learn AI | AI Discovery posted on ...,https://www.linkedin.com/posts/ai-discoveryy_learn-ai-for-free-i-found-these-12-free-activity-7370941778964779008-XAwr,2025-09-08,ai-discoveryy_learn-ai-for-free-i-found-these-12-free-activity-7370941778964779008-xawr,Unknown,Unknown
Overcoming Playwright roadblock with ChatGPT's help | Kenneth ...,https://www.linkedin.com/posts/kenneth-gonzalez-50ba4a176_loginbtn-playwright-testautomation-activity-7372252731815931905-Z6nR,2025-09-12,kenneth-gonzalez-50ba4a176_loginbtn-playwright-testautomation-activity-7372252731815931905-z6nr,Unknown,Unknown
We're hiring a Senior DevOps Engineer at Soda. This is an ...,https://www.linkedin.com/posts/maartenm_were-hiring-a-senior-devops-engineer-at-activity-7374464560826720256-NMB7,2025-09-18,maartenm_were-hiring-a-senior-devops-engineer-at-activity-7374464560826720256-nmb7,Unknown,Unknown
Why you shouldn't let AI join calls before you do | Carrie Kerpen ...,https://www.linkedin.com/posts/carriekerpen_dont-do-this-dont-have-your-note-taker-activity-7374148498570584064-yyWE,2025-09-17,carriekerpen_dont-do-this-dont-have-your-note-taker-activity-7374148498570584064-yywe,Unknown,Unknown
"Kubernetes Weekly 148: Kube-State-Metrics, Python Jobs, Security ...",https://www.linkedin.com/posts/danielepolencic_learn-kubernetes-weekly-148-hot-off-the-press-activity-7371506756188897280-Fb8r,2025-09-10,danielepolencic_learn-kubernetes-weekly-148-hot-off-the-press-activity-7371506756188897280-fb8r,Unknown,Unknown
"Completed DataCamp's ""Introduction to Shell"" course. Learned to ...",https://www.linkedin.com/posts/sajeela-noor-82b510256_certification-activity-7372924274489151488-xtyP,2025-09-14,sajeela-noor-82b510256_certification-activity-7372924274489151488-xtyp,Unknown,Unknown
How Agentic DevOps can make digital transformation smoother ...,https://www.linkedin.com/posts/lara-williams-0412a71_can-agentic-devops-unlock-the-dream-of-frictionless-activity-7372177176529367040-7GBu,2025-09-12,lara-williams-0412a71_can-agentic-devops-unlock-the-dream-of-frictionless-activity-7372177176529367040-7gbu,Unknown,Unknown
Designing Scalable ML/AI Pipelines on GCP with Vertex AI | Ankush ...,https://www.linkedin.com/posts/ankushgautam_dataengineering-machinelearning-mlops-activity-7369731943162109953-8KD-,2025-09-05,ankushgautam_dataengineering-machinelearning-mlops-activity-7369731943162109953-8kd-,Unknown,Unknown
→ What No-Code AI Can and Cannot Do: The Truth You Need to ...,https://www.linkedin.com/posts/manasdasgupta_what-no-code-ai-can-and-cannot-do-the-activity-7373555880052617216-a-KP,2025-09-15,manasdasgupta_what-no-code-ai-can-and-cannot-do-the-activity-7373555880052617216-a-kp,Unknown,Unknown
"""Snowflake Cortex Agents upgraded for Slack"" | Dash DesAI posted ...",https://www.linkedin.com/posts/dash-desai_ai-developers-snowflake-activity-7369724286254661632-KilZ,2025-09-05,dash-desai_ai-developers-snowflake-activity-7369724286254661632-kilz,Unknown,Unknown
"""Geospatial Systems with Justin W. Bennett"" | Valrie Grant, DBA ...",https://www.linkedin.com/posts/valriegrant_in-this-episodejustin-w-bennett-dba-pmp-activity-7372220250466967553-vo9x,2025-09-12,valriegrant_in-this-episodejustin-w-bennett-dba-pmp-activity-7372220250466967553-vo9x,Unknown,Unknown
Knowledge Graphs work great with LLMs. When you already have a ...,https://www.linkedin.com/posts/jeremy-thomas-blue-morpho_knowledge-graphs-work-great-with-llms-when-activity-7369026027492188161-59X5,2025-09-03,jeremy-thomas-blue-morpho_knowledge-graphs-work-great-with-llms-when-activity-7369026027492188161-59x5,Unknown,Unknown
#data #powerbi #datavisualization #dashboard #visualization #ux ...,https://www.linkedin.com/posts/gustaw-dudek_data-powerbi-datavisualization-activity-7374478972602204160-NQrj,2025-09-18,gustaw-dudek_data-powerbi-datavisualization-activity-7374478972602204160-nqrj,Unknown,Unknown
How Senior Data Engineers Can Leverage Matillion ETL for ...,https://www.linkedin.com/posts/naga-vamsi-805910152_dataengineering-cloudetl-matillion-activity-7371172920716423170-jUFK,2025-09-09,naga-vamsi-805910152_dataengineering-cloudetl-matillion-activity-7371172920716423170-jufk,Unknown,Unknown
